doi,title,abstract,author,published,container_title,type,subject,is_referenced_by_count,url,publisher,language,database,string_id,query_bibliographic
10.70593/978-93-7185-365-1_1,Foundations of artificial intelligence and machine learning: The pillars of intelligent systems,"<jats:p>Artificial Intelligence (AI) is a branch of computer science that seeks to simulate certain aspects of human intelligence [1]. Specifically, it aims to enable computers and software to impersonate human cognitive functions such as thinking, planning, learning, communicating, perceiving the environment, and moving and manipulating objects [2-3]. Such activities are generally considered to require intelligence when performed by humans or other animals. Although AI has achieved significant success in many areas, it still has some limitations. The development of AI can be broadly categorized into three groups: Narrow AI, Artificial General Intelligence, and Artificial Superintelligence. Narrow AI can perform certain specific tasks at a narrow level of intelligence. General AI can perform any intellectual task in various domains that humans are capable of. Superintelligent AI can perform intellectual tasks surpassing human intelligence [2,4]. As the definition of intelligence is subjective and no clear consensus exists, these categorizations are based on possible distinctions rather than standards. Regardless of these limitations and classifications, current advances in AI have led to widespread usage in various sectors, including e-commerce, education, research, and service industries.</jats:p>",Priyambada Swain,2025-8-6,"The Artificial Intelligence and Machine Learning Blueprint: Foundations, Frameworks, and Real-World Applications",book-chapter,,0,https://doi.org/10.70593/978-93-7185-365-1_1,Deep Science Publishing,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9781003532170-1,Introduction to Artificial Intelligence and Machine Learning,,Latesh Malik; Sandhya Arora; Urmila Shrawankar,2025-8-29,Artificial Intelligence and Machine Learning for Real-World Applications,book-chapter,,0,https://doi.org/10.1201/9781003532170-1,Chapman and Hall/CRC,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1109/aiesre67541.2025.11470268,Machine Learning for Predictive Maintenance of Electrical Machines: A Review,,Taher Amraoui; Samir Meradi; Ahmed Amrane,2025-12-15,"2025 International Conference on Artificial Intelligence, Embedded Systems, and Renewable Energy (AIESRE)",proceedings-article,,0,https://doi.org/10.1109/aiesre67541.2025.11470268,IEEE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.51219/jaimld/srikanth-reddy-katta/476,Optimizing Pharmaceutical Manufacturing through AI-Powered Calibration and Maintenance Workflow Management,,Srikanth Reddy Katta,2023-11-20,"Journal of Artificial Intelligence, Machine Learning and Data Science",journal-article,,1,https://doi.org/10.51219/jaimld/srikanth-reddy-katta/476,United Research Forum,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.65041/ijet.2025.16.1.6,"Analysis of Predictive Mechanical Maintenance using Artificial Intelligence, Machine Learning and Data Science","<jats:p>It is quite clear that machine downtime due to a sudden machinery breakdown will cost the organization a lot of money. Organizations need to avoid this by using an innovative maintenance methodology. There are also available machine learning algorithms that can be utilized in the statistical checks to ascertain the primary cause of the problems that were not envisioned due to larger datasets that are available to the companies. The integration of Artificial Intelligence, Machine Learning, and Data Science has emerged as a transformative approach to preventive mechanical maintenance, offering profound enhancements in the reliability and operational efficiency of industrial machinery. The author’s aim is to predict the failure of mechanical components using Artificial Intelligence, Machine Learning, and Data Science in Mechanical Maintenance, with a particular focus on milling machine components, including the boom roller, copping roller, guide roller, and support material device. We used different supervised machine learning algorithms like Linear Regression, Gradient Boosting, Random Forest, Decision Tree, K-nearest neighbors, and Support Vector Machine. The findings reveal that the Support Vector Machine model delivers the highest accuracy than other algorithms, predicting failures with precision rates of 75% for the boom roller, 63.64% for the copping roller, 53.85% for the guide roller, and an impressive 69.23% for the Support Material Device. Additionally, the Mean Absolute Error analysis for the Support Vector Machine model indicates minimal prediction errors of 1 to 4 days. This research highlights the tangible benefits of implementing Artificial Intelligence-driven predictive maintenance in industrial settings, including cost savings, improved machinery performance, and enhanced safety standards.</jats:p>",Suraj Shashikant Patil; Gajanan N. Thokal,2025,International Journal on Emerging Technologies,journal-article,,0,https://doi.org/10.65041/ijet.2025.16.1.6,Research Trend,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1002/9781394305216.ch3,Artificial Intelligence and Machine Learning Applications in Threat Detection,,P.V. Indu; Preethi Nanjundan; Lijo Thomas,2025-7-11,Protecting and Mitigating Against Cyber Threats,other,,1,https://doi.org/10.1002/9781394305216.ch3,Wiley,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.21275/sr251231170730,Artificial Intelligence and Machine Learning in Physical Sciences,,Mohammed Muttayem Mahi Khan,2026-2-7,International Journal of Science and Research (IJSR),journal-article,,0,https://doi.org/10.21275/sr251231170730,International Journal of Science and Research,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1109/aimla63829.2025.11040611,"Advancing Cognitive Systems: Exploring Machine Learning, Vision, and Transfer Learning in Artificial Intelligence",,Madhava Reddy,2025-4-29,2025 3rd International Conference on Artificial Intelligence and Machine Learning Applications Theme: Healthcare and Internet of Things (AIMLA),proceedings-article,,0,https://doi.org/10.1109/aimla63829.2025.11040611,IEEE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.3366/edinburgh/9781399514712.003.0004,Machine Learning and the Philosophy of Photography,"<p>
                    This chapter develops a model of vision that distributes information processing, storage, and recall between ‘hardware and wetware’, demonstrating how individual perceptions can be aggregated into a larger, collective perceiving machine. The design and potential reorganisation of such cognitive assemblages are explored through a practical experiment: repurposing a typical computer vision classifier using focal length data. The resulting system is re-engineered to disregard
                    <italic>what</italic>
                    images depict, becoming sensitive only to
                    <italic>how</italic>
                    they depict. This discussion of the computation of space concludes the chapter and section, hinting at the complementary aspect of photographic imaging: the mechanical calculation of time.
                  </p>",Daniel Chávez Heras,2024-5-31,Cinema and Machine Vision,book-chapter,,0,https://doi.org/10.3366/edinburgh/9781399514712.003.0004,Edinburgh University Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.2172/2438465,Data Architecture and Analytics Requirements for Artificial Intelligence and Machine Learning Applications to Achieve Condition-Based Maintenance,,Vivek Agarwal; Jeffrey Joe; Andrei Gribok; James Smith; Johanna Oxstrand; Craig Primer,2022-11-1,,report,,0,https://doi.org/10.2172/2438465,Office of Scientific and Technical Information (OSTI),,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1007/978-3-031-82073-1_15,Automated Machine Learning and Explainable Artificial Intelligence in Predictive Maintenance: An MLJAR Framework Review,,Bruno Mota; Pedro Faria; Carlos Ramos,2025,"Lecture Notes in Networks and Systems; Distributed Computing and Artificial Intelligence, 21st International Conference",book-chapter,,2,https://doi.org/10.1007/978-3-031-82073-1_15,Springer Nature Switzerland,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9781003125129-7,Demystifying the Capabilities of Machine Learning and Artificial Intelligence for Personalized Care,,Vaidik Bhatt; P. Sashikala,2021-9-16,Artificial Intelligence and Machine Learning in Business Management,book-chapter,,0,https://doi.org/10.1201/9781003125129-7,CRC Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/b978-0-443-30010-3.00009-x,Application of machine learning and artificial intelligence methods in food safety assessment,,Zhoumeng Lin; Kun Mi; Xue Wu,2026,Machine Learning and Artificial Intelligence in Toxicology and Environmental Health,book-chapter,,0,https://doi.org/10.1016/b978-0-443-30010-3.00009-x,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1049/aie2.70019,"Intelligent Advisor System for Prescriptive Maintenance of Engineered Assets Using Failure Modes, Effects and Criticality Analysis, Knowledge Graph and Machine Learning","<jats:title>ABSTRACT</jats:title>
                  <jats:p>Maintenance strategies for engineered assets are shaped by the diversity of potential failure modes and their impact on functional performance and safety. As these assets comprise numerous interconnected components, they are prone to concurrent degradation and multi‐source faults. Consequently, maintenance personnel face challenges in efficiently and accurately identifying specific failure types and pinpointing root causes to plan effective interventions. This paper introduces an intelligent advisor—a question answering (QA) system—for fault diagnosis, failure mode identification and automated root‐cause analysis by integrating failure modes, effects and criticality analysis (FMECA), machine learning (ML) and a knowledge graph (KG). A linear actuator serves as a case study to validate the approach via a four‐stage implementation: (i) FMECA construction from design knowledge and known degradation mechanisms; (ii) signal processing and feature engineering from sensor data collected under multiple fault scenarios; (iii) digitisation of FMECA into a KG to represent concepts and relations; and (iv) a natural language processing (NLP) layer that enables user‐friendly interaction. Results show that the integrated framework enhances the interpretability and traceability of automated diagnostics, providing a transparent pathway from sensor‐level anomalies through KG‐based reasoning to prescriptive maintenance actions.</jats:p>",Hongyi Lin; Agusmian Partogi Ompusunggu,2026-6,Artificial Intelligence for Engineering,journal-article,,0,https://doi.org/10.1049/aie2.70019,Institution of Engineering and Technology (IET),en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
